"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"603003.SH","龙宇燃油","2012-08-17","27.5923","10.7000","26.5097","4.5088"
"603003.SH","龙宇燃油","2012-08-24","27.4634","10.6500","26.3858","4.4877"
"603003.SH","龙宇燃油","2012-08-31","29.6811","11.5100","28.5165","4.8501"
"603003.SH","龙宇燃油","2012-09-07","33.7555","13.0900","32.4310","5.5159"
"603003.SH","龙宇燃油","2012-09-14","32.1824","12.4800","30.9197","5.2588"
"603003.SH","龙宇燃油","2012-09-21","27.4634","10.6500","26.3858","4.4877"
"603003.SH","龙宇燃油","2012-09-28","28.1081","10.9000","27.0052","4.5931"
"603003.SH","龙宇燃油","2012-10-12","26.8187","10.4000","25.7664","4.3824"
"603003.SH","龙宇燃油","2012-10-19","26.8187","10.4000","25.7664","4.3824"
"603003.SH","龙宇燃油","2012-10-26","25.0136","9.7000","24.0321","4.0874"
"603003.SH","龙宇燃油","2012-11-02","26.1460","9.6000","23.7844","4.0453"
"603003.SH","龙宇燃油","2012-11-09","25.1656","9.2400","22.8925","3.8936"
"603003.SH","龙宇燃油","2012-11-16","24.9204","9.1500","22.6695","3.8556"
"603003.SH","龙宇燃油","2012-11-23","26.6907","9.8000","24.2799","4.1295"
"603003.SH","龙宇燃油","2012-11-30","22.4692","8.2500","20.4397","3.4764"
"603003.SH","龙宇燃油","2012-12-07","23.3408","8.5700","21.2325","3.6112"
"603003.SH","龙宇燃油","2012-12-14","24.3485","8.9400","22.1492","3.7671"
"603003.SH","龙宇燃油","2012-12-21","26.2277","9.6300","23.8587","4.0579"
"603003.SH","龙宇燃油","2012-12-28","27.7529","10.1900","25.2461","4.2939"
"603003.SH","龙宇燃油","2013-01-04","28.1887","10.3500","35.8375","2.4824"
"603003.SH","龙宇燃油","2013-01-11","27.0720","9.9400","34.4178","2.3841"
"603003.SH","龙宇燃油","2013-01-18","29.6866","10.9000","37.7419","2.6143"
"603003.SH","龙宇燃油","2013-01-25","26.7452","9.8200","34.0023","2.3553"
"603003.SH","龙宇燃油","2013-02-01","28.0798","10.3100","35.6990","2.4728"
"603003.SH","龙宇燃油","2013-02-08","32.5191","11.9400","41.3429","2.8638"
"603003.SH","龙宇燃油","2013-02-22","31.4569","11.5500","39.9925","2.7702"
"603003.SH","龙宇燃油","2013-03-01","30.4765","11.1900","38.7460","2.6839"
"603003.SH","龙宇燃油","2013-03-08","30.3948","11.1600","38.6421","2.6767"
"603003.SH","龙宇燃油","2013-03-15","29.4960","10.8300","37.4995","2.5976"
"603003.SH","龙宇燃油","2013-03-22","29.5777","10.8600","37.6034","2.6048"
"603003.SH","龙宇燃油","2013-03-29","27.2627","10.0100","34.6602","2.4009"
"603003.SH","龙宇燃油","2013-04-03","26.0643","9.5700","33.1367","2.2953"
"603003.SH","龙宇燃油","2013-04-12","31.4400","9.0800","31.4400","2.1778"
"603003.SH","龙宇燃油","2013-04-19","32.3057","9.3300","32.3057","2.2378"
"603003.SH","龙宇燃油","2013-04-26","82.6701","8.1200","28.1160","1.9476"
"603003.SH","龙宇燃油","2013-05-03","82.6701","8.1200","28.1160","1.9476"
"603003.SH","龙宇燃油","2013-05-10","90.9167","8.9300","30.9206","2.1418"
"603003.SH","龙宇燃油","2013-05-17","90.3058","8.8700","30.7129","2.1275"
"603003.SH","龙宇燃油","2013-05-24","92.8511","9.1200","31.5785","2.1874"
"603003.SH","龙宇燃油","2013-05-31","92.9529","9.1300","31.6131","2.1898"
"603003.SH","龙宇燃油","2013-06-07","84.6045","8.3100","28.7738","1.9931"
"603003.SH","龙宇燃油","2013-06-14","82.9755","8.1500","28.2198","1.9548"
"603003.SH","龙宇燃油","2013-06-21","83.8918","8.2400","28.5315","1.9763"
"603003.SH","龙宇燃油","2013-06-28","71.0637","6.9800","24.1686","1.6741"
"603003.SH","龙宇燃油","2013-07-05","76.1542","7.4800","25.8999","1.7941"
"603003.SH","龙宇燃油","2013-07-12","75.5433","7.4200","25.6922","1.7797"
"603003.SH","龙宇燃油","2013-07-19","76.3578","7.5483","25.9692","1.7989"
"603003.SH","龙宇燃油","2013-07-26","78.2922","7.7395","26.6271","1.8444"
"603003.SH","龙宇燃油","2013-08-02","84.8081","8.3837","28.8431","1.9979"
"603003.SH","龙宇燃油","2013-08-09","84.4008","8.3434","28.7046","1.9883"
"603003.SH","龙宇燃油","2013-08-16","80.1248","7.9207","27.2503","1.8876"
"603003.SH","龙宇燃油","2013-08-23","80.2266","7.9308","27.2849","1.8900"
"603003.SH","龙宇燃油","2013-08-30","-184.5626","10.8394","37.2917","2.5832"
"603003.SH","龙宇燃油","2013-09-06","-173.5951","10.1953","35.0757","2.4297"
"603003.SH","龙宇燃油","2013-09-13","-193.3023","11.3527","39.0576","2.7055"
"603003.SH","龙宇燃油","2013-09-18","-182.3348","10.7086","36.8416","2.5520"
"603003.SH","龙宇燃油","2013-09-27","-167.4259","9.8330","33.8292","2.3433"
"603003.SH","龙宇燃油","2013-09-30","-173.5951","10.1953","35.0757","2.4297"
"603003.SH","龙宇燃油","2013-10-11","-207.1831","12.1679","41.8623","2.8998"
"603003.SH","龙宇燃油","2013-10-18","-200.8425","11.7955","40.5812","2.8110"
"603003.SH","龙宇燃油","2013-10-25","-198.9575","11.6848","40.2003","2.7846"
"603003.SH","龙宇燃油","2013-11-01","-47.6973","10.2657","35.3181","2.4465"
"603003.SH","龙宇燃油","2013-11-08","-48.9599","10.5375","36.2530","2.5112"
"603003.SH","龙宇燃油","2013-11-15","-46.0606","9.9135","34.1062","2.3625"
"603003.SH","龙宇燃油","2013-11-22","-50.4095","10.8495","37.3264","2.5856"
"603003.SH","龙宇燃油","2013-11-29","-49.4742","10.6482","36.6338","2.5376"
"603003.SH","龙宇燃油","2013-12-06","-51.8123","11.1514","38.3651","2.6575"
"603003.SH","龙宇燃油","2013-12-13","-50.0821","10.7790","37.0840","2.5688"
"603003.SH","龙宇燃油","2013-12-20","-47.3699","10.1953","35.0757","2.4297"
"603003.SH","龙宇燃油","2013-12-27","-46.5282","10.0141","34.4524","2.3865"
"603003.SH","龙宇燃油","2014-01-03","-46.4347","9.9940","-38.6236","2.5719"
"603003.SH","龙宇燃油","2014-01-10","-44.7513","9.6317","-37.2234","2.4786"
"603003.SH","龙宇燃油","2014-01-17","-42.9276","9.2391","-35.7064","2.3776"
"603003.SH","龙宇燃油","2014-01-24","-45.4059","9.7726","-37.7679","2.5149"
"603003.SH","龙宇燃油","2014-01-30","-43.5355","9.3700","-36.2121","2.4113"
"603003.SH","龙宇燃油","2014-02-07","-43.8160","9.4304","-36.4454","2.4268"
"603003.SH","龙宇燃油","2014-02-14","-50.3160","10.8293","-41.8520","2.7868"
"603003.SH","龙宇燃油","2014-02-21","-57.0964","12.2887","-47.4919","3.1624"
"603003.SH","龙宇燃油","2014-02-28","-56.5353","12.1679","-47.0251","3.1313"
"603003.SH","龙宇燃油","2014-03-07","-63.9237","13.7581","-53.1707","3.5405"
"603003.SH","龙宇燃油","2014-03-14","-56.3015","12.1176","-46.8306","3.1184"
"603003.SH","龙宇燃油","2014-03-21","-59.5281","12.8120","-49.5145","3.2971"
"603003.SH","龙宇燃油","2014-03-28","-53.0749","11.4231","-44.1468","2.9397"
"603003.SH","龙宇燃油","2014-04-04","-53.9166","11.6043","-44.8469","2.9863"
"603003.SH","龙宇燃油","2014-04-11","-56.3015","12.1176","-46.8306","3.1184"
"603003.SH","龙宇燃油","2014-04-18","-58.4058","12.5705","-48.5810","3.2349"
"603003.SH","龙宇燃油","2014-04-25","-45.5082","11.7754","-45.5082","3.0303"
"603003.SH","龙宇燃油","2014-04-30","-71.1741","11.6043","-44.8469","2.9863"
"603003.SH","龙宇燃油","2014-05-09","-68.3345","11.1413","-43.0577","2.8671"
"603003.SH","龙宇燃油","2014-05-16","-70.7419","11.5338","-44.5747","2.9681"
"603003.SH","龙宇燃油","2014-05-23","-74.1371","12.0874","-46.7140","3.1106"
"603003.SH","龙宇燃油","2014-05-30","-75.2482","12.2685","-47.4141","3.1572"
"603003.SH","龙宇燃油","2014-06-06","-77.5939","12.6510","-48.8921","3.2556"
"603003.SH","龙宇燃油","2014-06-13","-78.9520","12.8724","-49.7478","3.3126"
"603003.SH","龙宇燃油","2014-06-20","-72.2235","11.7754","-45.5082","3.0303"
"603003.SH","龙宇燃油","2014-06-27","-75.4951","12.3088","-47.5697","3.1676"
"603003.SH","龙宇燃油","2014-07-04","-75.6186","12.3289","-47.6475","3.1728"
"603003.SH","龙宇燃油","2014-07-11","-79.8779","13.0234","-50.3313","3.3515"
"603003.SH","龙宇燃油","2014-07-18","-80.8656","13.1844","-50.9536","3.3929"
"603003.SH","龙宇燃油","2014-07-25","-85.7422","13.9795","-54.0264","3.5975"
"603003.SH","龙宇燃油","2014-08-01","-85.5570","13.9493","-53.9097","3.5897"
"603003.SH","龙宇燃油","2014-08-08","-86.5447","14.1103","-54.5320","3.6312"
"603003.SH","龙宇燃油","2014-08-15","-90.3102","14.7243","-56.9047","3.7892"
"603003.SH","龙宇燃油","2014-08-22","-88.2731","14.3921","-55.6211","3.7037"
"603003.SH","龙宇燃油","2014-08-29","-212.6766","14.1204","-54.5709","3.6338"
"603003.SH","龙宇燃油","2014-09-05","-215.8599","14.3318","-55.3877","3.6882"
"603003.SH","龙宇燃油","2014-09-12","-229.8059","15.2577","-58.9662","3.9265"
"603003.SH","龙宇燃油","2014-09-19","-221.7718","14.7243","-56.9047","3.7892"
"603003.SH","龙宇燃油","2014-09-26","-224.9552","14.9356","-57.7215","3.8436"
"603003.SH","龙宇燃油","2014-09-30","-227.0774","15.0765","-58.2660","3.8798"
"603003.SH","龙宇燃油","2014-10-10","-224.5004","14.9054","-57.6048","3.8358"
"603003.SH","龙宇燃油","2014-10-17","-223.4393","14.8350","-57.3325","3.8177"
"603003.SH","龙宇燃油","2014-10-24","-222.0750","14.7444","-56.9825","3.7944"
"603003.SH","龙宇燃油","2014-10-31","411.6400","14.4324","-55.7767","3.7141"
"603003.SH","龙宇燃油","2014-11-07","405.6118","14.2210","-54.9599","3.6597"
"603003.SH","龙宇燃油","2014-11-14","409.6306","14.3619","-55.5044","3.6959"
"603003.SH","龙宇燃油","2014-11-21","437.1881","15.3281","-59.2384","3.9446"
"603003.SH","龙宇燃油","2014-11-28","484.8396","16.9988","-65.6951","4.3745"
"603003.SH","龙宇燃油","2014-12-05","479.0984","16.7975","-64.9172","4.3227"
"603003.SH","龙宇燃油","2014-12-12","488.2842","17.1196","-66.1619","4.4056"
"603003.SH","龙宇燃油","2014-12-19","624.6364","21.9002","-84.6374","5.6359"
"603003.SH","龙宇燃油","2014-12-26","624.6364","21.9002","-84.6374","5.6359"
"603003.SH","龙宇燃油","2014-12-31","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-01-09","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-01-16","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-01-23","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-01-30","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-02-06","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-02-13","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-02-17","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-02-27","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-03-06","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-03-13","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-03-20","624.6364","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-03-27","594.3830","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-04-03","594.3830","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-04-10","594.3830","21.9002","594.3830","5.5833"
"603003.SH","龙宇燃油","2015-04-17","653.9306","24.0943","653.9306","6.1426"
"603003.SH","龙宇燃油","2015-04-24","1,053.2816","38.8085","1,053.2816","9.8939"
"603003.SH","龙宇燃油","2015-04-30","-362.6513","34.4707","935.5523","8.7880"
"603003.SH","龙宇燃油","2015-05-08","-356.6159","33.8970","919.9825","8.6417"
"603003.SH","龙宇燃油","2015-05-15","-410.1930","38.9896","1,058.1984","9.9401"
"603003.SH","龙宇燃油","2015-05-22","-469.3819","44.6156","1,210.8915","11.3744"
"603003.SH","龙宇燃油","2015-05-29","-417.7107","39.7042","1,077.5923","10.1222"
"603003.SH","龙宇燃油","2015-06-05","-498.3940","47.3733","1,285.7357","12.0774"
"603003.SH","龙宇燃油","2015-06-12","-493.9469","46.9506","1,274.2632","11.9696"
"603003.SH","龙宇燃油","2015-06-19","-378.8515","36.0105","977.3448","9.1806"
"603003.SH","龙宇燃油","2015-06-26","-350.6864","33.3334","904.6859","8.4981"
"603003.SH","龙宇燃油","2015-07-03","-230.2968","21.8901","594.1098","5.5807"
"603003.SH","龙宇燃油","2015-07-10","-207.3201","19.7062","534.8354","5.0239"
"603003.SH","龙宇燃油","2015-07-17","-242.3675","23.0482","625.2494","5.8732"
"603003.SH","龙宇燃油","2015-07-24","-277.0973","26.3509","714.8439","6.7148"
"603003.SH","龙宇燃油","2015-07-31","-89.2292","21.4271","581.2716","5.4601"
"603003.SH","龙宇燃油","2015-08-07","-90.6549","21.7694","590.5588","5.5473"
"603003.SH","龙宇燃油","2015-08-14","-103.1922","24.7801","672.2319","6.3145"
"603003.SH","龙宇燃油","2015-08-21","-88.5164","21.2559","576.6280","5.4165"
"603003.SH","龙宇燃油","2015-08-26","-68.5991","16.4731","446.8799","4.1977"
"603005.SH","晶方科技","2014-02-14","63.0675","40.4000","59.5748","12.1988"
"603005.SH","晶方科技","2014-02-21","68.6094","43.9500","64.8097","13.2707"
"603005.SH","晶方科技","2014-02-28","59.1648","37.9000","55.8882","11.4439"
"603005.SH","晶方科技","2014-03-07","61.0693","39.1200","57.6872","11.8123"
"603005.SH","晶方科技","2014-03-14","56.8388","36.4100","53.6910","10.9940"
"603005.SH","晶方科技","2014-03-21","56.3081","36.0700","53.1896","10.8913"
"603005.SH","晶方科技","2014-03-28","50.2979","32.2200","47.5123","9.7288"
"603005.SH","晶方科技","2014-04-04","49.2082","33.3700","49.2082","10.0761"
"603005.SH","晶方科技","2014-04-11","49.6653","33.6800","49.6653","10.1697"
"603005.SH","晶方科技","2014-04-18","51.4201","34.8700","51.4201","10.5290"
"603005.SH","晶方科技","2014-04-25","49.6093","35.8200","52.8210","10.8158"
"603005.SH","晶方科技","2014-04-30","46.9363","33.8900","49.9750","10.2331"
"603005.SH","晶方科技","2014-05-09","50.3433","36.3500","53.6025","10.9759"
"603005.SH","晶方科技","2014-05-16","50.2187","36.4035","53.4698","10.9487"
"603005.SH","晶方科技","2014-05-23","52.1161","37.7789","55.4901","11.3624"
"603005.SH","晶方科技","2014-05-30","53.6257","38.8732","57.0974","11.6915"
"603005.SH","晶方科技","2014-06-06","54.3182","39.3752","57.8347","11.8425"
"603005.SH","晶方科技","2014-06-13","56.8665","41.2225","60.5480","12.3980"
"603005.SH","晶方科技","2014-06-20","52.6701","38.1805","56.0799","11.4831"
"603005.SH","晶方科技","2014-06-27","58.5146","42.4172","62.3028","12.7574"
"603005.SH","晶方科技","2014-07-04","56.7973","41.1723","60.4743","12.3830"
"603005.SH","晶方科技","2014-07-11","54.5398","39.5359","58.0706","11.8908"
"603005.SH","晶方科技","2014-07-18","51.0081","36.9758","54.3104","11.1208"
"603005.SH","晶方科技","2014-07-25","51.3267","37.2067","54.6495","11.1903"
"603005.SH","晶方科技","2014-08-01","51.3821","37.2468","54.7085","11.2023"
"603005.SH","晶方科技","2014-08-08","52.6008","38.1303","56.0062","11.4680"
"603005.SH","晶方科技","2014-08-15","53.6842","39.8471","58.5278","11.9844"
"603005.SH","晶方科技","2014-08-22","54.2523","40.2687","59.1471","12.1112"
"603005.SH","晶方科技","2014-08-29","55.2938","41.0418","60.2826","12.3437"
"603005.SH","晶方科技","2014-09-05","59.9061","44.4653","65.3110","13.3733"
"603005.SH","晶方科技","2014-09-12","62.5842","46.4531","68.2308","13.9712"
"603005.SH","晶方科技","2014-09-19","65.2894","48.4610","71.1800","14.5751"
"603005.SH","晶方科技","2014-09-26","62.8547","46.6539","68.5257","14.0316"
"603005.SH","晶方科技","2014-09-30","64.5996","47.9490","70.4280","14.4211"
"603005.SH","晶方科技","2014-10-10","62.9359","46.7142","68.6142","14.0497"
"603005.SH","晶方科技","2014-10-17","60.1766","44.6661","65.6060","13.4337"
"603005.SH","晶方科技","2014-10-24","63.2199","46.9250","68.9239","14.1131"
"603005.SH","晶方科技","2014-10-31","63.6714","49.7059","73.0086","14.9495"
"603005.SH","晶方科技","2014-11-07","62.3854","48.7020","71.5340","14.6476"
"603005.SH","晶方科技","2014-11-14","61.6909","48.1599","70.7377","14.4845"
"603005.SH","晶方科技","2014-11-21","62.2696","48.6116","71.4012","14.6204"
"603005.SH","晶方科技","2014-11-28","63.2985","49.4148","72.5809","14.8620"
"603005.SH","晶方科技","2014-12-05","59.7747","46.6640","68.5405","14.0346"
"603005.SH","晶方科技","2014-12-12","58.4630","45.6399","67.0364","13.7266"
"603005.SH","晶方科技","2014-12-19","55.3251","43.1903","63.4383","12.9899"
"603005.SH","晶方科技","2014-12-26","52.7401","41.1723","60.4743","12.3830"
"603005.SH","晶方科技","2014-12-31","54.1419","42.2666","48.6165","6.0701"
"603005.SH","晶方科技","2015-01-09","52.9973","41.3731","47.5887","5.9418"
"603005.SH","晶方科技","2015-01-16","53.5246","41.7847","48.0622","6.0009"
"603005.SH","晶方科技","2015-01-23","60.6878","47.3768","54.4943","6.8040"
"603005.SH","晶方科技","2015-01-30","67.8639","52.9789","60.9380","7.6085"
"603005.SH","晶方科技","2015-02-06","67.6967","52.8483","60.7879","7.5898"
"603005.SH","晶方科技","2015-02-13","71.6062","55.9004","64.2985","8.0281"
"603005.SH","晶方科技","2015-02-17","80.7499","63.0385","72.5090","9.0532"
"603005.SH","晶方科技","2015-02-27","77.2262","60.2877","69.3449","8.6582"
"603005.SH","晶方科技","2015-03-06","70.9375","55.3783","63.6980","7.9531"
"603005.SH","晶方科技","2015-03-13","70.0887","54.7157","62.9358","7.8579"
"603005.SH","晶方科技","2015-03-20","73.1752","57.1252","65.7073","8.2040"
"603005.SH","晶方科技","2015-03-27","72.4679","56.5730","65.0722","8.1247"
"603005.SH","晶方科技","2015-04-03","76.8918","60.0266","69.0446","8.6207"
"603005.SH","晶方科技","2015-04-10","72.2492","56.4023","64.8758","8.1002"
"603005.SH","晶方科技","2015-04-17","61.6655","53.6113","61.6655","7.6993"
"603005.SH","晶方科技","2015-04-24","64.3331","55.9305","64.3331","8.0324"
"603005.SH","晶方科技","2015-04-30","60.1208","54.2639","62.4162","7.7931"
"603005.SH","晶方科技","2015-05-08","59.2198","53.4507","61.4808","7.6763"
"603005.SH","晶方科技","2015-05-15","66.1829","59.7355","68.7097","8.5789"
"603005.SH","晶方科技","2015-05-22","71.5109","64.7301","74.2412","9.2695"
"603005.SH","晶方科技","2015-05-29","76.4385","69.1904","79.3569","9.9082"
"603005.SH","晶方科技","2015-06-05","74.3807","67.3278","77.2205","9.6415"
"603005.SH","晶方科技","2015-06-12","75.9602","68.7575","78.8603","9.8462"
"603005.SH","晶方科技","2015-06-19","63.5245","57.5009","65.9498","8.2343"
"603005.SH","晶方科技","2015-06-26","57.7404","52.2653","59.9449","7.4845"
"603005.SH","晶方科技","2015-07-03","44.8153","40.5658","46.5263","5.8091"
"603005.SH","晶方科技","2015-07-10","47.9631","43.4152","49.7944","6.2171"
"603005.SH","晶方科技","2015-07-17","48.3636","43.7776","50.2101","6.2691"
"603005.SH","晶方科技","2015-07-24","51.6894","46.7881","53.6629","6.7002"
"603005.SH","晶方科技","2015-07-31","51.3668","46.4961","53.3280","6.6583"
"603005.SH","晶方科技","2015-08-07","52.5125","47.5332","54.5174","6.8069"
"603005.SH","晶方科技","2015-08-14","60.3548","47.9963","55.0486","6.8732"
"603005.SH","晶方科技","2015-08-21","49.9222","39.6999","45.5332","5.6851"
"603005.SH","晶方科技","2015-08-26","39.5276","31.4337","36.0524","4.5014"
"603006.SH","联明股份","2014-07-04","27.9521","20.9300","27.7690","5.0477"
"603006.SH","联明股份","2014-07-11","40.9198","30.6400","40.6518","7.3895"
"603006.SH","联明股份","2014-07-18","39.3974","29.5000","39.1393","7.1146"
"603006.SH","联明股份","2014-07-25","38.1554","28.5700","37.9054","6.8903"
"603006.SH","联明股份","2014-08-01","38.5159","28.8400","38.2637","6.9554"
"603006.SH","联明股份","2014-08-08","38.1153","28.5400","37.8656","6.8830"
"603006.SH","联明股份","2014-08-15","37.2873","27.9200","37.0431","6.7335"
"603006.SH","联明股份","2014-08-22","38.5293","28.8500","38.2769","6.9578"
"603006.SH","联明股份","2014-08-29","41.2335","31.3300","41.5673","7.5559"
"603006.SH","联明股份","2014-09-05","40.2859","30.6100","40.6120","7.3823"
"603006.SH","联明股份","2014-09-12","40.6544","30.8900","40.9835","7.4498"
"603006.SH","联明股份","2014-09-19","39.4436","29.9700","39.7629","7.2279"
"603006.SH","联明股份","2014-09-26","39.1277","29.7300","39.4445","7.1700"
"603006.SH","联明股份","2014-09-30","39.6541","30.1300","39.9752","7.2665"
"603006.SH","联明股份","2014-10-10","40.2069","30.5500","40.5324","7.3678"
"603006.SH","联明股份","2014-10-17","44.7211","33.9800","45.0832","8.1950"
"603006.SH","联明股份","2014-10-24","59.5404","45.2400","60.0225","10.9106"
"603006.SH","联明股份","2014-10-31","51.4267","39.4100","52.2875","9.5046"
"603006.SH","联明股份","2014-11-07","51.1135","39.1700","51.9691","9.4467"
"603006.SH","联明股份","2014-11-14","48.1383","36.8900","48.9441","8.8968"
"603006.SH","联明股份","2014-11-21","49.2083","37.7100","50.0320","9.0946"
"603006.SH","联明股份","2014-11-28","50.0304","38.3400","50.8679","9.2465"
"603006.SH","联明股份","2014-12-05","49.5606","37.9800","50.3902","9.1597"
"603006.SH","联明股份","2014-12-12","45.8677","35.1500","46.6355","8.4772"
"603006.SH","联明股份","2014-12-19","41.7442","31.9900","42.4430","7.7151"
"603006.SH","联明股份","2014-12-26","42.0182","32.2000","42.7216","7.7657"
"603006.SH","联明股份","2014-12-31","41.1048","31.5000","38.0221","4.4229"
"603006.SH","联明股份","2015-01-09","40.3088","30.8900","37.2858","4.3372"
"603006.SH","联明股份","2015-01-16","41.7051","31.9600","38.5773","4.4875"
"603006.SH","联明股份","2015-01-23","43.2840","33.1700","40.0379","4.6573"
"603006.SH","联明股份","2015-01-30","42.7751","32.7800","39.5671","4.6026"
"603006.SH","联明股份","2015-02-06","43.6624","33.4600","40.3879","4.6981"
"603006.SH","联明股份","2015-02-13","41.3527","31.6900","38.2514","4.4495"
"603006.SH","联明股份","2015-02-17","41.9921","32.1800","38.8429","4.5183"
"603006.SH","联明股份","2015-02-27","42.6837","32.7100","39.4826","4.5928"
"603006.SH","联明股份","2015-03-06","45.8547","35.1400","42.4158","4.9339"
"603006.SH","联明股份","2015-03-13","48.9212","37.4900","45.2523","5.2639"
"603006.SH","联明股份","2015-03-20","44.1660","36.5900","44.1660","5.1375"
"603006.SH","联明股份","2015-03-27","48.2458","39.9700","48.2458","5.6121"
"603006.SH","联明股份","2015-04-03","55.9347","46.3400","55.9347","6.5065"
"603006.SH","联明股份","2015-04-10","58.3971","48.3800","58.3971","6.7930"
"603006.SH","联明股份","2015-04-17","56.8521","47.1000","56.8521","6.6132"
"603006.SH","联明股份","2015-04-24","59.9542","49.6700","59.9542","6.9741"
"603006.SH","联明股份","2015-04-30","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-05-08","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-05-15","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-05-22","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-05-29","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-06-05","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-06-12","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-06-19","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-06-26","61.3756","49.6700","59.7128","6.9460"
"603006.SH","联明股份","2015-07-03","46.6986","37.7922","45.4334","5.2850"
"603006.SH","联明股份","2015-07-10","41.1900","33.3342","40.0741","4.6616"
"603006.SH","联明股份","2015-07-17","41.0163","33.1937","39.9051","4.6419"
"603006.SH","联明股份","2015-07-24","45.7433","37.0191","44.5039","5.1769"
"603006.SH","联明股份","2015-07-31","42.8401","34.6696","41.6794","4.8483"
"603006.SH","联明股份","2015-08-07","45.8425","37.0994","44.6005","5.1881"
"603006.SH","联明股份","2015-08-14","48.8946","39.5693","47.5699","5.5335"
"603006.SH","联明股份","2015-08-21","40.6317","32.8824","39.5309","4.5984"
"603006.SH","联明股份","2015-08-26","32.9768","26.6875","32.0834","3.7321"
"603008.SH","喜临门","2012-07-20","22.6980","10.5800","25.2849","6.6955"
"603008.SH","喜临门","2012-07-27","22.7624","10.6100","25.3566","6.7145"
"603008.SH","喜临门","2012-08-03","23.1485","10.7900","25.7868","6.8284"
"603008.SH","喜临门","2012-08-10","23.6634","11.0300","26.3603","6.9803"
"603008.SH","喜临门","2012-08-17","23.0413","10.7400","25.6673","6.7968"
"603008.SH","喜临门","2012-08-24","22.7624","10.6100","25.3566","6.7145"
"603008.SH","喜临门","2012-08-31","22.7195","10.5900","25.3088","6.7019"
"603008.SH","喜临门","2012-09-07","23.8780","11.1300","26.5993","7.0436"
"603008.SH","喜临门","2012-09-14","22.6336","10.5500","25.2132","6.6766"
"603008.SH","喜临门","2012-09-21","20.1450","9.3900","22.4409","5.9424"
"603008.SH","喜临门","2012-09-28","20.2094","9.4200","22.5126","5.9614"
"603008.SH","喜临门","2012-10-12","20.2737","9.4500","22.5843","5.9804"
"603008.SH","喜临门","2012-10-19","19.9734","9.3100","22.2498","5.8918"
"603008.SH","喜临门","2012-10-26","18.9879","9.2900","22.2020","5.8792"
"603008.SH","喜临门","2012-11-02","19.8259","9.7000","23.1818","6.1386"
"603008.SH","喜临门","2012-11-09","18.3134","8.9600","21.4133","5.6703"
"603008.SH","喜临门","2012-11-16","16.9645","8.3000","19.8360","5.2526"
"603008.SH","喜临门","2012-11-23","17.6798","8.6500","20.6724","5.4741"
"603008.SH","喜临门","2012-11-30","16.3717","8.0100","19.1429","5.0691"
"603008.SH","喜临门","2012-12-07","17.1484","8.3900","20.0511","5.3096"
"603008.SH","喜临门","2012-12-14","17.5163","8.5700","20.4812","5.4235"
"603008.SH","喜临门","2012-12-21","18.7835","9.1900","21.9630","5.8159"
"603008.SH","喜临门","2012-12-28","19.5807","9.5800","22.8950","6.0627"
"603008.SH","喜临门","2013-01-04","20.6435","10.1000","20.8485","2.0922"
"603008.SH","喜临门","2013-01-11","19.8259","9.7000","20.0228","2.0094"
"603008.SH","喜临门","2013-01-18","20.4800","10.0200","20.6833","2.0757"
"603008.SH","喜临门","2013-01-25","18.7835","9.1900","18.9701","1.9037"
"603008.SH","喜临门","2013-02-01","20.1121","9.8400","20.3118","2.0384"
"603008.SH","喜临门","2013-02-08","20.8070","10.1800","21.0136","2.1088"
"603008.SH","喜临门","2013-02-22","20.3778","9.9700","20.5801","2.0653"
"603008.SH","喜临门","2013-03-01","20.8888","10.2200","21.0962","2.1171"
"603008.SH","喜临门","2013-03-08","19.9281","9.7500","20.1260","2.0197"
